shape,rate,shift,llh.missing,llh.all
24.6875,1.28125,18.125,-206.756126147769,-206.756126147769
24.6875,1.28125,18.375,-206.770480770291,-206.770480770291
24.6875,1.34375,18.125,-207.059078904409,-207.059078904409
24.6875,1.34375,18.375,-207.78234409827,-207.78234409827
24.0625,1.28125,18.625,-207.797014026255,-207.797014026255
24.6875,1.28125,18.625,-206.991873731491,-206.991873731491
24.6875,1.28125,18.875,-207.413867559295,-207.413867559295
24.6875,1.28125,19.125,-208.03019913095,-208.03019913095
20.3125,1.71875,10.375,-207.693933664694,-207.693933664694
20.3125,1.65625,10.875,-206.8659248966,-206.8659248966
20.3125,1.71875,10.625,-206.395393579212,-206.395393579212
20.3125,1.71875,10.875,-205.508562365596,-205.508562365596
20.9375,1.71875,10.625,-208.11446337857,-208.11446337857
20.9375,1.71875,10.875,-206.698049464809,-206.698049464809
20.3125,1.59375,11.125,-207.63739155529,-207.63739155529
20.3125,1.59375,11.375,-206.364057175703,-206.364057175703
20.9375,1.59375,11.375,-208.278082803228,-208.278082803228
20.3125,1.53125,11.625,-207.283628001083,-207.283628001083
20.3125,1.53125,11.875,-206.13378279885,-206.13378279885
20.3125,1.59375,11.625,-205.466316063293,-205.466316063293
20.3125,1.59375,11.875,-204.926204640574,-204.926204640574
20.9375,1.53125,11.875,-207.993658757079,-207.993658757079
20.9375,1.59375,11.625,-206.854887405091,-206.854887405091
20.9375,1.59375,11.875,-205.806274638707,-205.806274638707
20.3125,1.65625,11.125,-205.802947590193,-205.802947590193
20.3125,1.65625,11.375,-205.122516336023,-205.122516336023
20.3125,1.71875,11.125,-205.011934220734,-205.011934220734
20.3125,1.71875,11.375,-204.885115507829,-204.885115507829
20.9375,1.65625,11.125,-207.31873047683,-207.31873047683
20.9375,1.65625,11.375,-206.120577012933,-206.120577012933
20.9375,1.71875,11.125,-205.690752143558,-205.690752143558
20.9375,1.71875,11.375,-205.071798916618,-205.071798916618
20.3125,1.65625,11.625,-204.80549482591,-204.80549482591
20.3125,1.65625,11.875,-204.833680639322,-204.833680639322
20.3125,1.71875,11.625,-205.108734331104,-205.108734331104
20.3125,1.71875,11.875,-205.664360608149,-205.664360608149
20.9375,1.65625,11.625,-205.30357470589,-205.30357470589
20.9375,1.65625,11.875,-204.849188174287,-204.849188174287
20.9375,1.71875,11.625,-204.821457934601,-204.821457934601
20.9375,1.71875,11.875,-204.920955667293,-204.920955667293
21.5625,1.59375,11.875,-207.424027295401,-207.424027295401
21.5625,1.65625,11.375,-207.836503079374,-207.836503079374
21.5625,1.71875,11.125,-207.055596295104,-207.055596295104
21.5625,1.71875,11.375,-205.928882887758,-205.928882887758
22.1875,1.71875,11.375,-207.466427643155,-207.466427643155
21.5625,1.65625,11.625,-206.504550757571,-206.504550757571
21.5625,1.65625,11.875,-205.552333642019,-205.552333642019
21.5625,1.71875,11.625,-205.188671891393,-205.188671891393
21.5625,1.71875,11.875,-204.815856331815,-204.815856331815
22.1875,1.65625,11.875,-206.953077901614,-206.953077901614
22.1875,1.71875,11.625,-206.221404717418,-206.221404717418
22.1875,1.71875,11.875,-205.361054608623,-205.361054608623
20.3125,1.78125,10.125,-207.319360029045,-207.319360029045
20.3125,1.78125,10.375,-206.153800000458,-206.153800000458
20.3125,1.84375,10.125,-206.08638341068,-206.08638341068
20.3125,1.84375,10.375,-205.453115829733,-205.453115829733
20.9375,1.78125,10.375,-207.604860703877,-207.604860703877
20.9375,1.84375,10.125,-207.326884418839,-207.326884418839
20.9375,1.84375,10.375,-206.17398972793,-206.17398972793
20.3125,1.78125,10.625,-205.409921862052,-205.409921862052
20.3125,1.78125,10.875,-205.064757847763,-205.064757847763
20.3125,1.84375,10.625,-205.228085713243,-205.228085713243
20.3125,1.84375,10.875,-205.388092373211,-205.388092373211
20.9375,1.78125,10.625,-206.336829315994,-206.336829315994
20.9375,1.78125,10.875,-205.487256004486,-205.487256004486
20.9375,1.84375,10.625,-205.449918185266,-205.449918185266
20.9375,1.84375,10.875,-205.131023019229,-205.131023019229
20.3125,1.90625,10.125,-205.598312918115,-205.598312918115
20.3125,1.90625,10.375,-205.462905258766,-205.462905258766
20.3125,1.96875,10.125,-205.741657950335,-205.741657950335
20.3125,1.96875,10.375,-206.070490862814,-206.070490862814
20.9375,1.90625,10.125,-206.163486686581,-206.163486686581
20.9375,1.90625,10.375,-205.5334264084,-205.5334264084
20.9375,1.96875,10.125,-205.704790632504,-205.704790632504
20.9375,1.96875,10.375,-205.56408391008,-205.56408391008
20.3125,1.90625,10.625,-205.721664932336,-205.721664932336
20.3125,1.90625,10.875,-206.351180922917,-206.351180922917
20.3125,1.96875,10.625,-206.778878907755,-206.778878907755
20.3125,1.96875,10.875,-207.843232419874,-207.843232419874
20.9375,1.90625,10.625,-205.318487910457,-205.318487910457
20.9375,1.90625,10.875,-205.494794526302,-205.494794526302
20.9375,1.96875,10.625,-205.824203289111,-205.824203289111
20.9375,1.96875,10.875,-206.461067032876,-206.461067032876
21.5625,1.84375,10.375,-207.540388917963,-207.540388917963
21.5625,1.78125,10.625,-207.936094419978,-207.936094419978
21.5625,1.78125,10.875,-206.566184624774,-206.566184624774
21.5625,1.84375,10.625,-206.300814465774,-206.300814465774
21.5625,1.84375,10.875,-205.486275284082,-205.486275284082
22.1875,1.78125,10.875,-208.311526917521,-208.311526917521
22.1875,1.84375,10.625,-207.791485377857,-207.791485377857
22.1875,1.84375,10.875,-206.465509012935,-206.465509012935
21.5625,1.90625,10.125,-207.34948535194,-207.34948535194
21.5625,1.90625,10.375,-206.207834410669,-206.207834410669
21.5625,1.96875,10.125,-206.248765781252,-206.248765781252
21.5625,1.96875,10.375,-205.620902087906,-205.620902087906
22.1875,1.90625,10.375,-207.497417720322,-207.497417720322
22.1875,1.96875,10.125,-207.385314114142,-207.385314114142
22.1875,1.96875,10.375,-206.253585787768,-206.253585787768
21.5625,1.90625,10.625,-205.501989493563,-205.501989493563
21.5625,1.90625,10.875,-205.207626031698,-205.207626031698
21.5625,1.96875,10.625,-205.414899235818,-205.414899235818
21.5625,1.96875,10.875,-205.606206415537,-205.606206415537
22.1875,1.90625,10.625,-206.2843893822,-206.2843893822
22.1875,1.90625,10.875,-205.502810350547,-205.502810350547
22.1875,1.96875,10.625,-205.564495801886,-205.564495801886
22.1875,1.96875,10.875,-205.293043115812,-205.293043115812
20.3125,1.78125,11.125,-205.096563200555,-205.096563200555
20.3125,1.78125,11.375,-205.484714532696,-205.484714532696
20.3125,1.84375,11.125,-205.911169773966,-205.911169773966
20.3125,1.84375,11.375,-206.776486167049,-206.776486167049
20.9375,1.78125,11.125,-205.033985696036,-205.033985696036
20.9375,1.78125,11.375,-204.956004144698,-204.956004144698
20.9375,1.84375,11.125,-205.19491218504,-205.19491218504
20.9375,1.84375,11.375,-205.62034486548,-205.62034486548
20.3125,1.78125,11.625,-206.209620488506,-206.209620488506
20.3125,1.78125,11.875,-207.252642942579,-207.252642942579
20.3125,1.84375,11.625,-207.964256048225,-207.964256048225
20.9375,1.78125,11.625,-205.23334584545,-205.23334584545
20.9375,1.78125,11.875,-205.847012721328,-205.847012721328
20.9375,1.84375,11.625,-206.387140595109,-206.387140595109
20.9375,1.84375,11.875,-207.476099188634,-207.476099188634
20.3125,1.90625,11.125,-207.329292580854,-207.329292580854
20.9375,1.90625,11.125,-206.039737253088,-206.039737253088
20.9375,1.90625,11.375,-206.931872638132,-206.931872638132
20.9375,1.96875,11.125,-207.451878219553,-207.451878219553
20.9375,1.90625,11.625,-208.150833297783,-208.150833297783
21.5625,1.78125,11.125,-205.611622981903,-205.611622981903
21.5625,1.78125,11.375,-205.051015939628,-205.051015939628
21.5625,1.84375,11.125,-205.07396786016,-205.07396786016
21.5625,1.84375,11.375,-205.042258431883,-205.042258431883
22.1875,1.78125,11.125,-206.840420534877,-206.840420534877
22.1875,1.78125,11.375,-205.781651184981,-205.781651184981
22.1875,1.84375,11.125,-205.56093454313,-205.56093454313
22.1875,1.84375,11.375,-205.055747928188,-205.055747928188
21.5625,1.78125,11.625,-204.86403675717,-204.86403675717
21.5625,1.78125,11.875,-205.031341724582,-205.031341724582
21.5625,1.84375,11.625,-205.370589300111,-205.370589300111
21.5625,1.84375,11.875,-206.039396192355,-206.039396192355
22.1875,1.78125,11.625,-205.114540802416,-205.114540802416
22.1875,1.78125,11.875,-204.819411195405,-204.819411195405
22.1875,1.84375,11.625,-204.929028366622,-204.929028366622
22.1875,1.84375,11.875,-205.160863128016,-205.160863128016
21.5625,1.90625,11.125,-205.301706191917,-205.301706191917
21.5625,1.90625,11.375,-205.762373572113,-205.762373572113
21.5625,1.96875,11.125,-206.171573842988,-206.171573842988
21.5625,1.96875,11.375,-207.088948944336,-207.088948944336
22.1875,1.90625,11.125,-205.129229638539,-205.129229638539
22.1875,1.90625,11.375,-205.141395236231,-205.141395236231
22.1875,1.96875,11.125,-205.415545757395,-205.415545757395
22.1875,1.96875,11.375,-205.9095337645,-205.9095337645
21.5625,1.90625,11.625,-206.568860842136,-206.568860842136
21.5625,1.90625,11.875,-207.701408457188,-207.701408457188
22.1875,1.90625,11.625,-205.518158880472,-205.518158880472
22.1875,1.90625,11.875,-206.239392154704,-206.239392154704
22.1875,1.96875,11.625,-206.753655394561,-206.753655394561
22.1875,1.96875,11.875,-207.927594673785,-207.927594673785
22.8125,1.71875,11.625,-207.929017235338,-207.929017235338
22.8125,1.71875,11.875,-206.566836999742,-206.566836999742
22.8125,1.84375,10.875,-208.078818254435,-208.078818254435
22.8125,1.96875,10.375,-207.473303731124,-207.473303731124
22.8125,1.90625,10.625,-207.67638499885,-207.67638499885
22.8125,1.90625,10.875,-206.391940392847,-206.391940392847
22.8125,1.96875,10.625,-206.285038489088,-206.285038489088
22.8125,1.96875,10.875,-205.534481585006,-205.534481585006
23.4375,1.90625,10.875,-207.88515775146,-207.88515775146
23.4375,1.96875,10.625,-207.587165798059,-207.587165798059
23.4375,1.96875,10.875,-206.342005265299,-206.342005265299
24.0625,1.96875,10.875,-207.725752133023,-207.725752133023
22.8125,1.78125,11.375,-207.158175359148,-207.158175359148
22.8125,1.84375,11.125,-206.666816567695,-206.666816567695
22.8125,1.84375,11.375,-205.672719416264,-205.672719416264
23.4375,1.84375,11.375,-206.903561940397,-206.903561940397
22.8125,1.78125,11.625,-205.996039750628,-205.996039750628
22.8125,1.78125,11.875,-205.223312190973,-205.223312190973
22.8125,1.84375,11.625,-205.07525389809,-205.07525389809
22.8125,1.84375,11.875,-204.85417117617,-204.85417117617
23.4375,1.78125,11.625,-207.518162996229,-207.518162996229
23.4375,1.78125,11.875,-206.253552458412,-206.253552458412
23.4375,1.84375,11.625,-205.820521688095,-205.820521688095
23.4375,1.84375,11.875,-205.131433699387,-205.131433699387
22.8125,1.90625,11.125,-205.534782868674,-205.534782868674
22.8125,1.90625,11.375,-205.082278620491,-205.082278620491
22.8125,1.96875,11.125,-205.197535672711,-205.197535672711
22.8125,1.96875,11.375,-205.251331949066,-205.251331949066
23.4375,1.90625,11.125,-206.529368473378,-206.529368473378
23.4375,1.90625,11.375,-205.596876738268,-205.596876738268
23.4375,1.96875,11.125,-205.529856963439,-205.529856963439
23.4375,1.96875,11.375,-205.127468221176,-205.127468221176
22.8125,1.90625,11.625,-205.012913819838,-205.012913819838
22.8125,1.90625,11.875,-205.306208122797,-205.306208122797
22.8125,1.96875,11.625,-205.674133438032,-205.674133438032
22.8125,1.96875,11.875,-206.44524988324,-206.44524988324
23.4375,1.90625,11.625,-205.065815290738,-205.065815290738
23.4375,1.90625,11.875,-204.915365446143,-204.915365446143
23.4375,1.96875,11.625,-205.112733435367,-205.112733435367
23.4375,1.96875,11.875,-205.464606313918,-205.464606313918
24.0625,1.78125,11.875,-207.91916591828,-207.91916591828
24.0625,1.84375,11.625,-207.174642890438,-207.174642890438
24.0625,1.84375,11.875,-206.003294869876,-206.003294869876
24.6875,1.84375,11.875,-207.479022712468,-207.479022712468
24.0625,1.90625,11.125,-208.122604989814,-208.122604989814
24.0625,1.90625,11.375,-206.695635928583,-206.695635928583
24.0625,1.96875,11.125,-206.423461787408,-206.423461787408
24.0625,1.96875,11.375,-205.549696407703,-205.549696407703
24.6875,1.96875,11.125,-207.888015352782,-207.888015352782
24.6875,1.96875,11.375,-206.528466230598,-206.528466230598
24.0625,1.90625,11.625,-205.688129075164,-205.688129075164
24.0625,1.90625,11.875,-205.078938044832,-205.078938044832
24.0625,1.96875,11.625,-205.081995068714,-205.081995068714
24.0625,1.96875,11.875,-204.998970282123,-204.998970282123
24.6875,1.90625,11.625,-206.889777073656,-206.889777073656
24.6875,1.90625,11.875,-205.807637292737,-205.807637292737
24.6875,1.96875,11.625,-205.59314226479,-205.59314226479
24.6875,1.96875,11.875,-205.060326568869,-205.060326568869
20.3125,1.53125,12.125,-205.336270981793,-205.336270981793
20.3125,1.53125,12.375,-204.87501213116,-204.87501213116
20.3125,1.59375,12.125,-204.726615512751,-204.726615512751
20.3125,1.59375,12.375,-204.85123273606,-204.85123273606
20.9375,1.53125,12.125,-206.678584218844,-206.678584218844
20.9375,1.53125,12.375,-205.715642015533,-205.715642015533
20.9375,1.59375,12.125,-205.114827651849,-205.114827651849
20.9375,1.59375,12.375,-204.763936954497,-204.763936954497
20.3125,1.53125,12.625,-204.734654531244,-204.734654531244
20.3125,1.53125,12.875,-204.900522565161,-204.900522565161
20.3125,1.59375,12.625,-205.284473867406,-205.284473867406
20.3125,1.59375,12.875,-206.01143797164,-206.01143797164
20.9375,1.53125,12.625,-205.089206915217,-205.089206915217
20.9375,1.53125,12.875,-204.784343773531,-204.784343773531
20.9375,1.59375,12.625,-204.737740781023,-204.737740781023
20.9375,1.59375,12.875,-205.021071514731,-205.021071514731
20.3125,1.65625,12.125,-205.189733434431,-205.189733434431
20.3125,1.65625,12.375,-205.857110958988,-205.857110958988
20.3125,1.71875,12.125,-206.534435198112,-206.534435198112
20.3125,1.71875,12.375,-207.70220690034,-207.70220690034
20.9375,1.65625,12.125,-204.739760370976,-204.739760370976
20.9375,1.65625,12.375,-204.958446658092,-204.958446658092
20.9375,1.71875,12.125,-205.35240382002,-205.35240382002
20.9375,1.71875,12.375,-206.098734276073,-206.098734276073
20.3125,1.65625,12.625,-206.820011897562,-206.820011897562
20.3125,1.65625,12.875,-208.063324736154,-208.063324736154
20.9375,1.65625,12.625,-205.489155843737,-205.489155843737
20.9375,1.65625,12.875,-206.316497336248,-206.316497336248
20.9375,1.71875,12.625,-207.143641055347,-207.143641055347
21.5625,1.53125,12.375,-207.317227665986,-207.317227665986
21.5625,1.59375,12.125,-206.226188927705,-206.226188927705
21.5625,1.59375,12.375,-205.384971565269,-205.384971565269
22.1875,1.59375,12.125,-208.069375695343,-208.069375695343
22.1875,1.59375,12.375,-206.723992501072,-206.723992501072
21.5625,1.53125,12.625,-206.190697080482,-206.190697080482
21.5625,1.53125,12.875,-205.400803061694,-205.400803061694
21.5625,1.59375,12.625,-204.884240255378,-204.884240255378
21.5625,1.59375,12.875,-204.708567616091,-204.708567616091
22.1875,1.53125,12.625,-208.047252027086,-208.047252027086
22.1875,1.53125,12.875,-206.759010499949,-206.759010499949
22.1875,1.59375,12.625,-205.734608679658,-205.734608679658
22.1875,1.59375,12.875,-205.085542158761,-205.085542158761
21.5625,1.65625,12.125,-204.961885468157,-204.961885468157
21.5625,1.65625,12.375,-204.716067643625,-204.716067643625
21.5625,1.71875,12.125,-204.792229943652,-204.792229943652
21.5625,1.71875,12.375,-205.100420115955,-205.100420115955
22.1875,1.65625,12.125,-205.867044103949,-205.867044103949
22.1875,1.65625,12.375,-205.14188089104,-205.14188089104
22.1875,1.71875,12.125,-204.866861582667,-204.866861582667
22.1875,1.71875,12.375,-204.721158100928,-204.721158100928
21.5625,1.65625,12.625,-204.798508540473,-204.798508540473
21.5625,1.65625,12.875,-205.19354900995,-205.19354900995
21.5625,1.71875,12.625,-205.723827982652,-205.723827982652
21.5625,1.71875,12.875,-206.646574792341,-206.646574792341
22.1875,1.65625,12.625,-204.760943293631,-204.760943293631
22.1875,1.65625,12.875,-204.708311601553,-204.708311601553
22.1875,1.71875,12.625,-204.9070631054,-204.9070631054
22.1875,1.71875,12.875,-205.408426689955,-205.408426689955
20.3125,1.53125,13.125,-205.358569320434,-205.358569320434
20.3125,1.53125,13.375,-206.095333817559,-206.095333817559
20.3125,1.59375,13.125,-207.01785889647,-207.01785889647
20.3125,1.59375,13.375,-208.290063233886,-208.290063233886
20.9375,1.53125,13.125,-204.786758758727,-204.786758758727
20.9375,1.53125,13.375,-205.082755272054,-205.082755272054
20.9375,1.59375,13.125,-205.599407462661,-205.599407462661
20.9375,1.59375,13.375,-206.458829380968,-206.458829380968
20.3125,1.53125,13.625,-207.097902364475,-207.097902364475
20.9375,1.53125,13.625,-205.659194049927,-205.659194049927
20.9375,1.53125,13.875,-206.50345701095,-206.50345701095
20.9375,1.59375,13.625,-207.585981243309,-207.585981243309
20.9375,1.65625,13.125,-207.425733709168,-207.425733709168
21.5625,1.53125,13.125,-204.933009741543,-204.933009741543
21.5625,1.53125,13.375,-204.773390422931,-204.773390422931
21.5625,1.59375,13.125,-204.843184180959,-204.843184180959
21.5625,1.59375,13.375,-205.273933564722,-205.273933564722
22.1875,1.53125,13.125,-205.807417903693,-205.807417903693
22.1875,1.53125,13.375,-205.178321430704,-205.178321430704
22.1875,1.59375,13.125,-204.761781457943,-204.761781457943
22.1875,1.59375,13.375,-204.74893956034,-204.74893956034
21.5625,1.53125,13.625,-204.908586497633,-204.908586497633
21.5625,1.53125,13.875,-205.325770157969,-205.325770157969
21.5625,1.59375,13.625,-205.987231926075,-205.987231926075
21.5625,1.59375,13.875,-206.97003128216,-206.97003128216
22.1875,1.53125,13.625,-204.858147670913,-204.858147670913
22.1875,1.53125,13.875,-204.833864249245,-204.833864249245
22.1875,1.59375,13.625,-205.033212142044,-205.033212142044
22.1875,1.59375,13.875,-205.601339699361,-205.601339699361
21.5625,1.65625,13.125,-205.886193391335,-205.886193391335
